train,val
0.020134223625063896,0.11028391122817993
0.0347943144539992,0.05796701833605766
0.007007423633088668,0.00516876857727766
0.00960927518705527,0.010699539445340633
0.015775732696056366,0.013453226536512375
0.027417889796197414,0.02723686397075653
0.027957553416490553,0.0374186672270298
0.01665698438882828,0.015259279869496822
0.008629022554183999,0.006125194253399968
0.008007310424000024,0.006995756179094315
0.05247532203793526,0.038463592529296875
0.03685981076624659,0.02092783711850643
0.034750730006231204,0.03208211809396744
0.011692417087033391,0.006526415701955557
0.018525396659970283,0.010269255377352238
0.04204504042863846,0.027379087172448635
0.02868534675375982,0.021622558124363422
0.006653822916136546,0.006403734907507896
0.0181097812442617,0.01687993574887514
0.009192070077088747,0.005484064808115363
0.01473303995781431,0.0072429681728993145
0.008717047201935202,0.006693664065096527
0.023267596028745174,0.028295948635786772
0.018116073045683533,0.008615844300948083
