train,val
0.09004008455095977,0.08946741592775331
0.03521337150260906,0.05330768129155191
0.006063771878002708,0.0051601933672822675
0.008296476321771322,0.010697864670940528
0.012744381585464456,0.013140320179621655
0.02625484031529226,0.027048461794527377
0.020962111402496104,0.034314910791500786
0.016035150535266298,0.015192270819212832
0.00811985983992624,0.006248309402716151
0.007371306526956318,0.006922752602291816
0.049608531531847286,0.04005521935692396
0.03606473508858668,0.020853320754902857
0.03370531754944335,0.03444359708007573
0.011071202660555775,0.00666058267394762
0.017422976831430216,0.010470713870071853
0.040662411472381005,0.026817191450552245
0.027789374336607248,0.02184326211752196
0.0062890376896506785,0.0065500883598391705
0.01740619123782674,0.016908922556456804
0.008619320276270444,0.005637694091380245
0.014888532997790936,0.007252282663606807
0.00863448703903308,0.006954981767170354
0.023032347659791095,0.028472320355797696
0.017264633217785964,0.008917644274293476
