train,val
0.12140220403671265,0.1145813912153244
0.04014691337943077,0.05111173167824745
0.007889294065535069,0.006164117716252804
0.00989333757509788,0.010583633556962013
0.04572787880897522,0.045205745846033096
0.02914004089931647,0.027274196967482567
0.028971239924430847,0.03416123986244202
0.017427089251577856,0.015195349231362343
0.009036140826841196,0.006377028999850154
0.008095711842179299,0.006881821434944868
0.052596702343887754,0.03851378336548805
0.038363642576667994,0.02070039790123701
0.03668012801143858,0.03307183552533388
0.011794108781032264,0.006546932039782405
0.018771879747509955,0.010405772365629673
0.043202996253967285,0.026327665895223618
0.030764481730081818,0.02182793989777565
0.006831272335892374,0.006534677930176258
0.018558858301151882,0.016973949503153563
0.009243370922790333,0.0055417451076209545
17.45292061253598,17.28384508405413
0.009071308560669422,0.0068667708546854556
0.024335870600265007,0.028987552504986525
0.01846105725455441,0.00851858954411
