train,test
0.09766375925391912,0.6188129186630249
0.17890394727389017,0.8885971307754517
0.16966445123155913,0.7931615114212036
0.20025575160980225,0.7587435245513916
0.1953752264380455,0.6375768780708313
0.1174140989780426,0.9096897840499878
0.1769267227500677,1.065084457397461
0.1471579559147358,0.6278383433818817
0.09980894178152085,0.7292180061340332
0.1603152398020029,0.9765946269035339
0.12124018464237452,0.765368640422821
0.1958171036094427,0.5109000727534294
0.16982103697955608,0.7010360658168793
0.22042101515190943,0.5724342962106069
0.22555934637784958,0.5533659160137177
0.3151524331834581,0.45623327046632767
0.13287244157658684,0.8294112235307693
0.2066646615664164,0.5794299691915512
0.10857089857260387,0.797210693359375
0.25910936461554634,0.47722163051366806
0.395304623991251,0.20460326543876103
0.5860784740159006,0.49973751107851666
0.18969355817688138,0.8363872021436691
0.28296438256899514,0.35558178808007923
