train,val
0.5293527543544769,0.43260064721107483
0.7554612557093302,0.9956327080726624
0.7270463903745016,0.5240476727485657
0.6807130972544352,0.7259753346443176
0.622183084487915,0.48031720519065857
0.6886808276176453,0.6457710266113281
0.9043120741844177,1.0736026763916016
0.6925832748413085,0.602914035320282
0.7732862035433451,0.557648628950119
0.741913092136383,0.6322433352470398
0.5989659163686964,0.43992356956005096
0.7045180598894755,0.37830910086631775
0.6547368698649936,0.5777660459280014
0.731889121234417,0.3968053460121155
0.67260362803936,0.3693453073501587
0.6287688910961151,0.38821177184581757
0.6732311140407216,0.47147688269615173
0.6363202414729379,0.6146647334098816
0.7255147641355341,0.6608343422412872
0.6916546008803628,0.4122866541147232
0.3047282946737189,0.15282717772892543
0.5471144467592239,0.403166089206934
0.7450735491255055,0.9041582345962524
0.5844129943533948,0.275299534201622
