train,val
0.09587069973349571,0.09166862070560455
0.03804870073994001,0.052777111530303955
0.007281795144081116,0.005239419639110565
0.009841733146458864,0.010587431490421295
0.016299376729875803,0.012811913155019283
0.0273998969544967,0.027212876826524734
0.0268426064401865,0.03662586584687233
0.01703375708311796,0.015111961401998997
0.008660931993896762,0.006156163290143013
0.00804837578907609,0.00693837646394968
0.052466646250751287,0.0384663101285696
0.03620564006268978,0.020883575081825256
0.03437461662623617,0.0320797311142087
0.011673742556013167,0.006538719404488802
0.018509079050272704,0.010300817899405956
0.0391908086836338,0.027567469514906406
0.028186453167687763,0.02164100483059883
0.006612683307718147,0.006440143333747983
0.018086512149734932,0.01690222369506955
0.00916615187783133,0.005506517365574837
0.014759757862377324,0.00724196620285511
0.008729508088435978,0.006687861285172403
0.023221570593507393,0.028383863158524036
0.01666795356983417,0.008739217068068683
