js_div,kstest_pval
0.026316182238450163,5.610488845952682e-06
0.030721734234484377,1.940869867124612e-05
0.06209213890500722,0.016632277918967382
0.05525312559691518,2.858180377712513e-11
0.023648407061977537,2.637367006144987e-06
0.04857875534232419,1.1540721844577922e-20
0.03807132552152449,1.1793293253222193e-08
0.02948597962556675,1.6283430226728985e-09
0.056787998201100344,1.012324626257827e-06
0.0401830995915623,0.06951321161301252
0.037128144479019305,0.0006859553910661954
0.05962609521533133,0.003038256821796012
0.03417692482370368,4.9799319103188066e-06
0.03608711715394247,0.10122682068361019
0.023899200470630818,0.0001414782525194971
0.023294286805556112,0.007293477032070164
0.019730746884182807,0.032720956101355926
0.028910704547926946,4.011377030300035e-06
0.02461077449532602,3.1023945849858817e-10
0.029111508581890887,0.17601281356552517
0.02307525872651219,3.896323033479019e-05
0.025652195353485775,9.466181309899064e-05
0.03663213846233694,2.0731636186704614e-10
0.03534609980935359,0.00018864275327214975
0.02270293475399678,1.224837087440081e-05
0.028576048969933522,0.09735741562560023
0.03759118852943405,2.75111035633691e-08
0.027858976105634876,0.0006982939828004208
0.04230949522844034,9.96621694436922e-10
0.03850921505717604,0.0028333171735482345
0.029421728032387396,4.668237527399768e-07
0.04086158175818797,0.002845249650694748
0.04595805996336021,0.019543885369141943
0.03972047854612236,2.410618579776304e-06
0.02286455608690987,0.20254917067910944
0.04897095446726646,0.0004365542626845775
0.023235451199680558,0.00086254697136137
0.04166580675601095,3.980266344385856e-12
0.02216811096489703,0.14283414877951323
0.02903642063816315,2.325260044406477e-19
0.0450059520249567,4.947765957861617e-12
0.04613719222339927,0.00035571762449689774
0.04295692527969891,0.0144353413865848
0.03144681668143314,0.004122135100479983
0.022522832772857843,9.402118699322661e-07
0.027662750926904,0.00038853490146132004
0.03239645273832327,8.526956995100235e-07
0.03615492740958533,0.021941387762391167
0.022248916794941915,0.12721448013707995
0.03172295685157573,4.135408742270216e-13
