kl_div,sj_div
0.00094152454878622,0.0002382784590250554
0.006710606522839669,0.0017479968677596692
0.014777451208557174,0.00395340471841846
0.007121740539256446,0.001784385265879068
0.0038461102906287873,0.0009378816029330104
0.0024633668768428473,0.0006693839051634761
0.008744347520790504,0.0023166558547106594
0.013622413279988527,0.0032919883226880057
0.0027818332873276925,0.0007171156648106418
0.006005006036126998,0.0017766273502124418
0.003436418031131155,0.0008646519396526037
0.0013356285649809016,0.00034135937127681795
0.041970343180634466,0.011583337905408836
0.00927103865704807,0.002325228464151283
0.04562829228608443,0.013042470998004414
0.0006566477891831793,0.00016500855803085516
0.00021515375122754642,5.346741100499532e-05
0.0018607405446224381,0.0004749571890342824
0.012207214426829727,0.0032489255638059613
0.0027954388944492203,0.0007618706798738502
0.009463892745142193,0.0023947022631448387
0.00109679535606649,0.00028127990571421
0.025240049126000728,0.006851471999588819
0.0006373352455923222,0.0001584277573235212
0.0044792862505356745,0.0010968364868644896
0.002260336111875353,0.0005836779310142068
0.006589985325491785,0.0015808439273049012
0.03315873825827194,0.009178672966221307
0.0025162550699451545,0.0006222765715843497
0.008377514334420836,0.002047068419219617
0.004146494103229068,0.0009862693750805785
0.013860149523461882,0.0037345544329766595
0.03461810186385058,0.0077961988425576745
0.0009852959207490017,0.00025076620762970133
0.0066200806199510345,0.0017314296562653652
0.0036606738620958727,0.0009066802276145763
0.003723261664863498,0.0009549258257017344
0.0005518854002570837,0.0001378033709091555
0.04442202030008142,0.012129228787538087
0.00900008246016225,0.0023523966133515402
0.0008201008570773779,0.00020497570889925606
0.006550842348502274,0.0015768784627434183
0.0009347009975583045,0.00023500309108236877
0.0034231682748711877,0.0008802902642198251
0.0007622383404131554,0.00019177692044922262
0.0005974270556167215,0.00015176902473739895
0.04174622109308414,0.011548097065436075
0.005079752453935351,0.001242757835008574
0.003859081655975597,0.0009457692225897049
0.009997865468392977,0.0024116880097208282
0.0005643060578098673,0.0001436527854756541
0.012137911106797863,0.0032059067588137914
0.02713523750284215,0.0064027644734511655
0.0009751661123696662,0.00024356240735200197
0.02897058443292155,0.00636763755172922
0.0014892977028690046,0.0003756921021108844
0.0034056983884384576,0.0008816218336409863
0.0005373173602132915,0.00014053117462143488
0.019829957116918897,0.004639876725142233
0.0386035733215711,0.010206411424612332
0.002207682666435281,0.000565632821701812
0.0007868825060190387,0.00019938257298591052
0.0026694756275945355,0.0006918093255422864
0.002868793803355568,0.0007437951475896296
0.004654847276390083,0.0012138991388717121
0.00036912836958250244,9.30804536402919e-05
0.005990846359647794,0.0015567060926977101
0.0028443449331189705,0.0007757556487882301
0.0008540282980358556,0.00021723485139790702
0.001696764012932927,0.00043284579194705335
0.03194090637489147,0.008764764521630214
0.0016199325571477831,0.0004184135471918357
0.0007026079332523322,0.0001786165911639158
0.0006432771140769687,0.0001648347433959951
0.0025487738617648004,0.0006586701620122555
0.002575885530513925,0.0006271653245980746
0.000947865531634622,0.00024019143028185225
0.0003606451248125054,9.046125579964207e-05
0.0021273503310423824,0.0005512666753976093
0.004643772904849119,0.001140281351997365
0.0009738919443388446,0.0002496462203203792
0.0004920201275784178,0.00012197735425239607
0.0007010357440387897,0.0001809241228264067
0.001602108411849236,0.0004120996909927926
0.006138697572398755,0.0015206945928793187
0.0005920378546358493,0.00015026154254166863
0.001291355029706557,0.0003229833643165173
0.0028259652799150757,0.0007068528065403434
0.003677266919199632,0.0009984916736640668
4.144865223932158e-05,1.0366390966611845e-05
0.002355294790282563,0.0005689615766280707
0.017257734385520803,0.0044081090502450645
0.014508199453916624,0.0032561548963335237
0.003874494385793225,0.0010516683754391958
0.0031750666607200926,0.0008557172190772872
0.003909570196901537,0.0010079656998182474
0.0003244342528521171,8.187834056319657e-05
0.0012873221148497309,0.00032015213635771194
0.0017691754428369028,0.0004514173404372767
0.005789503350205362,0.0015002699530757527
