train,test
0.3464639335870743,0.3495182394981384
0.47238794962565106,0.5490506589412689
0.13970942795276642,0.14457552134990692
0.10603639855980873,0.0863032341003418
0.24075046181678772,0.23972749710083008
0.7824883460998535,0.8433496952056885
0.5399437099695206,0.7368926405906677
0.7483021169900894,0.5924322605133057
0.2259869694709778,0.18373537560304007
0.22070566564798355,0.21476686000823975
1.0536351278424263,0.9987778961658478
0.9251511916518211,0.6740890741348267
0.7261753231287003,0.6697108745574951
0.5284964314528874,0.35438694556554157
0.8310432285070419,0.5499319061636925
3.595274395412869,3.606085956096649
0.7920023136668735,0.8731470704078674
0.3947371542453766,0.30989985540509224
0.5299912823571099,0.46604105085134506
1.0065049529075623,0.6797270774841309
7.005942791700363,3.5870012726102556
2.889877933444399,2.275688091913859
0.7173172533512115,0.6736849397420883
1.8047786037127176,1.1003396255629403
