train,val
0.08122960105538368,0.5808045864105225
0.18102737267812094,0.7948945760726929
0.19302151103814444,0.4397704005241394
0.051527440547943115,0.1737699657678604
0.14469077810645103,0.5781511664390564
0.33037296930948895,0.6563948392868042
0.5946580827236175,0.994230329990387
0.2417995512485504,0.5914024710655212
0.3510037610928218,0.5713746249675751
0.28789877593517305,0.6971303224563599
0.4203063448270162,0.5339581519365311
0.394365582201216,0.36583690345287323
0.38211973508199054,0.5643948167562485
0.38391855359077454,0.42212314903736115
0.44115384817123415,0.3940756618976593
0.3957314968109131,0.38275134563446045
0.4479198537089608,0.4575332850217819
0.430739936503497,0.609530970454216
0.4623966867273504,0.6987831890583038
0.4632884345271371,0.4096824824810028
0.39315077074264226,0.19335886623178208
0.5819206044077874,0.454468984156847
0.5506041594173597,0.7265080064535141
0.4192769723503213,0.23867181688547134
