kl_div,sj_div
0.009278224245495799,0.002408841073778658
0.0006311899529828474,0.00015745874388134896
0.0064648760662648595,0.0017156654814055212
0.005174148470352086,0.0012973082894978743
0.003105283272412454,0.0007918619213193171
0.0028262629510039617,0.0007021094674964079
0.0008017970018175358,0.0002017302470276094
0.00035591407189958116,8.932230604960526e-05
0.001899179882127387,0.00047885572623685747
0.0027184409609178834,0.0006959872440041483
0.0014648254596079107,0.00037080433288210857
0.0006759779839452909,0.00016914998267681734
0.00011595729287760989,2.903898365209746e-05
0.0015298017209992721,0.0003839222314683031
0.0012417430905229134,0.00030957027135563296
0.000746339698700754,0.00018738308513052639
0.0007684858029648495,0.000192039604924387
0.0004964019623994316,0.0001242859299875203
0.0009716263842075996,0.00024533804711507557
0.00162642427049819,0.0004090229067647
0.0010880693305523393,0.00027485939264113073
0.0008446617939481446,0.0002125156173597979
0.0009467871098721469,0.00023857350679063494
0.00014614440972618908,3.638901970888756e-05
