train,val
0.4721138800789576,0.4198577080365975
0.4927910753616652,0.7000470996421194
0.611703930759554,0.4944795815417712
0.6220227366896259,0.7217822417316845
0.5644592305281493,0.5149637611398229
0.5818978325923387,0.5878597190703397
0.5740474813297128,0.9084701431820057
0.5628409667745751,0.5125981812442175
0.7076598653906154,0.5338263021484075
0.7018691782001159,0.6471641199813174
0.6299630144565079,0.5022988728025262
0.5808765471192069,0.3239468387010491
0.5581741874890538,0.5630569428483101
0.6544736919978776,0.3844437681462015
0.6498089439971121,0.3794468314500749
0.5537645440474475,0.3584969663275588
0.5651671014464634,0.4362512548537032
0.5823540431899215,0.5879498784109352
0.6623333148234267,0.6401209230408119
0.6374959854760843,0.404602566033205
0.4072406692846552,0.1980158069086141
0.6148909265497198,0.4952084033149963
0.6964009966652194,0.865132282746808
0.4964834110761122,0.24714445148170056
