kl_div,sj_div
0.09429786846199598,0.027438689340404294
0.049448764808188134,0.013105721987189296
0.11728997232946574,0.034444257768941944
0.05767686470450083,0.015287184747992844
0.10455913646571223,0.023965672152463847
0.13489272701302393,0.03989341939855286
0.04843160017578217,0.014014969451803722
0.05368787451917772,0.013333177590427413
0.06374275227010531,0.014676495427242064
0.06438900933816805,0.015772826038702854
0.06876823086067813,0.01599259767256321
0.21478087838021295,0.06416934711001661
0.05913850617231187,0.016828077703438683
0.05415538818328212,0.013350220424513143
0.05008133934638537,0.013239711754060047
0.06262445506267156,0.01536101330153338
0.09312994836829647,0.021010117018452516
0.033162920762893115,0.00930523663141666
0.046892751235990314,0.01249435095479882
0.06905995424694993,0.020091801371764223
0.0411529568519138,0.010882513416580338
0.06270719365584873,0.01496973319240454
0.03696334361913573,0.010053919832664331
0.07788348707149369,0.018053897255017805
0.046581579630230276,0.011675126704272077
0.051984782157321156,0.01461727436284013
0.053933761481055636,0.012928331011765255
0.16984226067118166,0.05045294113546506
0.07560160678993787,0.021837887266419744
0.10649473399120628,0.024116888367771566
0.11467096406301251,0.02495255414997703
0.07762756350629314,0.022490617188697125
0.08389855857163665,0.018455932435293726
0.060935647631604827,0.01768815287402475
0.1479350864798645,0.044008766546184706
0.11992216569069454,0.03534063359070961
0.05127819181097773,0.012710662220283974
0.05615646207963841,0.013438515525976897
0.08679920514343001,0.02497921513283228
0.04747303051865049,0.012956873509116071
0.04428202893250325,0.011380076025918928
0.04127398481723255,0.010568779409321239
0.05395983443567398,0.01508179136376514
0.048265810697167,0.012014593235300332
0.055792606925875864,0.014234131413616622
0.09529955563777177,0.027887283494786606
0.0434300100828933,0.011519759263342472
0.06531686693355306,0.018019288014524952
0.05394100907259005,0.012854722752827459
0.07604330822678734,0.021795381332376868
0.05962461275317549,0.01425136881426239
0.056338535332146174,0.016264997132964913
0.04941937151574965,0.013628483382001795
0.07663320543157986,0.02188749932340428
0.10373494871856233,0.021804568758397716
0.048924312136067793,0.013439028736936304
0.03778800426027113,0.0100099308714929
0.03650815745174127,0.010047301081839847
0.06759139267410673,0.016791450070486293
0.04190954085874755,0.011212075629565213
0.05849326796524039,0.016597695345826547
0.0369382638567958,0.010320964630407384
0.04217318496293712,0.012333875410100302
0.16057414308370765,0.04728871695261881
0.06157236588759154,0.0174056653473108
0.0346948866132563,0.010530473678411808
0.048543645367572455,0.013574759757654797
0.10389846810740937,0.030207750046623284
0.04163786622389628,0.01196582513077212
0.0470663466043662,0.011990336190832441
0.12295498382812896,0.036278129427673396
0.043736671294367764,0.011724566351151433
0.052970428299544896,0.01524109712849898
0.04935750622203767,0.012335788821978865
0.04275870668360041,0.011612831412290697
0.05162261005511643,0.012573496924645886
0.05166946332266692,0.013577681976658644
0.0851750949741729,0.024879633013642887
0.04700959984250627,0.013189757876808024
0.04738314028790524,0.011764562463465423
0.0628282438374956,0.018018382643446726
0.0575802780936402,0.01644468291053735
0.048687702932467075,0.013610212085308111
0.04300746286736014,0.011846667038615448
0.05373288678408529,0.013277794931989965
0.04346164253581759,0.011558820695755503
0.08019586355550931,0.023343386787670912
0.05640179146677112,0.013723513065124008
0.059430239235650426,0.01512136594756907
0.08841722024270031,0.02561399174493014
0.15129805231227964,0.030783548095212884
0.06086697785201734,0.014411897251049166
0.059647614178165706,0.01454095289324174
0.05176181140065389,0.014469683705415537
0.08736507194441823,0.02557990678124303
0.07190377945624428,0.020917307567276104
0.05847820420617488,0.017076284954162566
0.036923742706658734,0.009583507592437437
0.04153748984402749,0.011084873870631113
0.07718579917368101,0.01821425933689953
