train,test
0.4033296433245175,0.346253142740815
0.44160962335612863,0.6887987213064899
0.15270834613223117,0.15947363643142703
0.1059298914431156,0.08673123220468097
0.2390187227632121,0.23635228475615067
0.7979688906555498,0.8366779598930102
0.5139242271435676,0.6852156243025804
0.7488439303803196,0.5943480423695353
0.2270093262426393,0.19510159244237815
0.22265766543676924,0.2211849857563951
1.1001916217256178,1.0868589308255403
0.9531175056031297,0.7248833661241335
0.7524001173862301,0.7381950580076649
0.5459293388254447,0.3631415996951013
0.8412013886954569,0.5821116144416746
3.7141621044628903,3.7188648079103057
0.7994655366449971,0.8985482603995593
0.3986146677453413,0.3147644899017436
0.531711876577568,0.4674532869043445
1.012060369037084,0.6835439214402315
7.075217077376028,3.5988699157623563
2.8469699684193555,2.2902410571126914
0.7233271471607332,0.6787406180923709
1.8035391767849247,1.1472697150888118
