train,val
0.23674218356609344,0.4811241626739502
0.2864615321159363,0.7573235034942627
0.3238765796025594,0.5413807034492493
0.28117311497529346,0.8478381037712097
0.3009508475661278,0.6109363436698914
0.3556194206078847,0.649357259273529
0.45028582215309143,0.9531058073043823
0.29769809544086456,0.6143671274185181
0.3617719958225886,0.5915700793266296
0.33793150782585146,0.7651367783546448
0.38597579797108966,0.5502511113882065
0.345028065972858,0.38234348595142365
0.34317925572395325,0.595600426197052
0.36123879812657833,0.4556068927049637
0.380402010679245,0.43131493031978607
0.34126788973808286,0.39676256477832794
0.3816204314882105,0.4892752915620804
0.36246173219247296,0.650231808423996
0.3769534880464727,0.7480676770210266
0.3844227140600031,0.444690465927124
0.3979850332987936,0.1976363275732313
0.5305024474859238,0.4825269319117069
0.4753169041612874,0.9591398239135742
0.34483761693301956,0.2540389373898506
